json,0,101593
json,4,900249
json,8,1676405
json,12,2470887
json,16,3227283
json,20,4050794
json,24,4710739
json,28,5719977
json,32,6563577
json,36,6931851
json,40,7767526
json,44,8847286
json,48,9917521
json,52,10593737
json,56,11510877
